month,pfaf_id,Rainf_tavg,Qair_f_tavg,Qs_tavg,Evap_tavg,Tair_f_tavg,SoilMoist_inst_lvl_0,SoilMoist_inst_lvl_1,SoilMoist_inst_lvl_2,SoilMoist_inst_lvl_3,SoilTemp_inst_lvl_0,SoilTemp_inst_lvl_1,SoilTemp_inst_lvl_2,SoilTemp_inst_lvl_3,Streamflow_tavg
5,61589,8.597574234008789,16.269567489624023,0.08080995827913284,3.5581443309783936,23.496889114379883,0.35360267758369446,0.352414071559906,0.34782475233078003,0.3345392942428589,24.918319702148438,24.65997886657715,24.6497745513916,24.818347930908203,645.1719360351562
6,61589,8.478975296020508,16.263927459716797,0.09182431548833847,3.522596836090088,23.519201278686523,0.3589768409729004,0.3599455654621124,0.36228588223457336,0.37067630887031555,24.815305709838867,24.445528030395508,24.298599243164062,24.389394760131836,1179.835693359375
7,61589,8.224688529968262,16.21060562133789,0.06079281121492386,3.5803561210632324,23.414690017700195,0.360958069562912,0.3631681501865387,0.3686339557170868,0.3887883722782135,24.645870208740234,24.306228637695312,24.13237190246582,24.184600830078125,1335.9832763671875
8,61589,7.7700581550598145,16.203275680541992,0.04686151072382927,3.654585838317871,23.637157440185547,0.3612010180950165,0.3638176918029785,0.37087979912757874,0.3957681357860565,24.63226890563965,24.322141647338867,24.078609466552734,24.072973251342773,1330.2252197265625
9,61589,7.45605993270874,16.280967712402344,0.03993253782391548,3.8605260848999023,24.20123291015625,0.36024796962738037,0.3628009855747223,0.3699800968170166,0.3951719403266907,25.023494720458984,24.666004180908203,24.297725677490234,24.156648635864258,1202.9580078125
10,61589,7.704458236694336,16.354469299316406,0.043705105781555176,3.872896909713745,24.452739715576172,0.3611812889575958,0.3635512888431549,0.3706560730934143,0.39605772495269775,25.174251556396484,24.78870391845703,24.465871810913086,24.331478118896484,1192.6710205078125
