pfaf_id,month,Rainf_tavg,Qair_f_tavg,Qs_tavg,Evap_tavg,Tair_f_tavg,SoilMoist_inst_lvl_0,SoilMoist_inst_lvl_1,SoilMoist_inst_lvl_2,SoilMoist_inst_lvl_3,SoilTemp_inst_lvl_0,SoilTemp_inst_lvl_1,SoilTemp_inst_lvl_2,SoilTemp_inst_lvl_3,Streamflow_tavg
62298,1,4.147768,12.657187,0.020525914,2.9363446,18.070147,0.31971982,0.3168833,0.31395733,0.32462323,20.528698,19.400763,18.928299,18.60311,8663.933
62298,8,2.7484071,11.459163,0.012999988,2.711926,17.39694,0.3081559,0.3142209,0.31676993,0.3243754,19.82754,18.900467,18.676826,18.653736,12892.118
62298,9,3.1808398,12.017771,0.010620492,2.85131,18.00158,0.3085686,0.3125143,0.31234422,0.317541,20.474878,19.32166,18.747864,18.415352,5374.013
62298,10,3.747949,12.357228,0.0143527035,2.9240587,18.13166,0.3129821,0.31441525,0.31227675,0.31600857,20.647429,19.580061,19.010233,18.589312,4096.099
62298,11,3.9440715,12.505013,0.014538852,2.90866,18.049818,0.31741366,0.31799895,0.31587878,0.32123524,20.451242,19.450216,18.994698,18.674713,5256.575
62298,12,4.0116396,12.595454,0.015902357,2.915979,18.058378,0.3180164,0.31699514,0.31485108,0.32313147,20.393856,19.365295,18.923805,18.627256,7469.7495
