month,ensemble,pfaf_id,Rainf_tavg,Qair_f_tavg,Qs_tavg,Evap_tavg,Tair_f_tavg,SoilMoist_inst_lvl_0,SoilMoist_inst_lvl_1,SoilMoist_inst_lvl_2,SoilMoist_inst_lvl_3,SoilTemp_inst_lvl_0,SoilTemp_inst_lvl_1,SoilTemp_inst_lvl_2,SoilTemp_inst_lvl_3
1,1.0,62262,7.591769695281982,17.355621337890625,0.08071423321962357,3.583383560180664,25.297523498535156,0.3572956323623657,0.35604801774024963,0.3498234152793884,0.32974785566329956,26.409452438354492,26.17356300354004,25.948163986206055,25.910085678100586
1,2.0,62262,7.836015701293945,17.35246467590332,0.08571990579366684,3.6059136390686035,25.332387924194336,0.3588560223579407,0.3577969968318939,0.3521767854690552,0.33495983481407166,26.372909545898438,26.120088577270508,25.873767852783203,25.806842803955078
1,3.0,62262,7.719726085662842,17.397266387939453,0.0838286429643631,3.585005044937134,25.250614166259766,0.3590652346611023,0.3582151532173157,0.3533303141593933,0.3378194570541382,26.346864700317383,26.111116409301758,25.882915496826172,25.82049560546875
1,4.0,62262,7.787300109863281,17.38271141052246,0.08333533257246017,3.5865721702575684,25.252233505249023,0.35887742042541504,0.3578413724899292,0.3520765006542206,0.33396703004837036,26.337909698486328,26.096012115478516,25.863571166992188,25.808303833007812
1,5.0,62262,7.554532527923584,17.33903694152832,0.07828069478273392,3.5993175506591797,25.318206787109375,0.35798487067222595,0.35701069235801697,0.3517203629016876,0.3354364335536957,26.371475219726562,26.1345272064209,25.90741539001465,25.84332275390625
1,6.0,62262,7.626434326171875,17.24336051940918,0.08269932121038437,3.5835464000701904,25.295007705688477,0.3577708601951599,0.35668256878852844,0.350853830575943,0.3318674862384796,26.324031829833984,26.095890045166016,25.88420867919922,25.82898712158203
1,7.0,62262,7.8253889083862305,17.308717727661133,0.08473671972751617,3.5795981884002686,25.253570556640625,0.35852089524269104,0.3573489785194397,0.351376473903656,0.3341314494609833,26.309213638305664,26.072904586791992,25.858104705810547,25.812625885009766
2,1.0,62262,7.675944805145264,17.416990280151367,0.06983289867639542,3.665581703186035,25.329273223876953,0.36633291840553284,0.36711886525154114,0.36915475130081177,0.38094571232795715,26.515600204467773,26.26666259765625,25.93889045715332,25.765512466430664
2,2.0,62262,7.824188709259033,17.357437133789062,0.06663798540830612,3.665457248687744,25.23478126525879,0.36719581484794617,0.36803266406059265,0.3701339662075043,0.3810789883136749,26.400470733642578,26.15151023864746,25.83579444885254,25.67949104309082
2,3.0,62262,7.963663101196289,17.49149513244629,0.07063434273004532,3.6729676723480225,25.28923225402832,0.36802399158477783,0.36903610825538635,0.371931254863739,0.38753727078437805,26.4625244140625,26.206653594970703,25.876115798950195,25.69956398010254
2,4.0,62262,7.684046268463135,17.543609619140625,0.06759456545114517,3.6898553371429443,25.416419982910156,0.3664936125278473,0.36732611060142517,0.3695391118526459,0.38174623250961304,26.554378509521484,26.277437210083008,25.913318634033203,25.707639694213867
2,5.0,62262,7.914990425109863,17.467390060424805,0.07620245963335037,3.6856491565704346,25.335479736328125,0.36734539270401,0.3682202398777008,0.3706790506839752,0.3848511278629303,26.481609344482422,26.21938133239746,25.885150909423828,25.71179962158203
2,6.0,62262,7.905539035797119,17.464962005615234,0.06847131997346878,3.67948317527771,25.358306884765625,0.3671480119228363,0.3679260313510895,0.3699091076850891,0.38079729676246643,26.4859561920166,26.213703155517578,25.867582321166992,25.693437576293945
2,7.0,62262,7.726328372955322,17.457244873046875,0.06430094689130783,3.6819937229156494,25.37978744506836,0.36668211221694946,0.3675418794155121,0.36967945098876953,0.38066765666007996,26.50086212158203,26.22945785522461,25.873456954956055,25.68077850341797
3,1.0,62262,7.961269855499268,17.614038467407227,0.06487937271595001,3.7030158042907715,25.33266830444336,0.3716306984424591,0.37302809953689575,0.37845802307128906,0.4021299481391907,26.536375045776367,26.32234764099121,25.96723175048828,25.7574405670166
3,2.0,62262,7.82847261428833,17.53713607788086,0.059919323772192,3.7150769233703613,25.319631576538086,0.3710896074771881,0.3724822700023651,0.3777342140674591,0.4003934860229492,26.441991806030273,26.227020263671875,25.885177612304688,25.6817684173584
3,3.0,62262,7.989142417907715,17.61300277709961,0.06181802973151207,3.70072865486145,25.308073043823242,0.3724418878555298,0.37406542897224426,0.3801656663417816,0.4059241712093353,26.45564079284668,26.237281799316406,25.893516540527344,25.698209762573242
3,4.0,62262,7.928528785705566,17.666038513183594,0.06215021386742592,3.704925060272217,25.362071990966797,0.3719078302383423,0.3733974099159241,0.37908634543418884,0.403425008058548,26.505220413208008,26.29184341430664,25.948266983032227,25.742258071899414
3,5.0,62262,7.994532108306885,17.692676544189453,0.0625084936618805,3.706209182739258,25.387287139892578,0.3723354935646057,0.37394940853118896,0.3800032436847687,0.40552303194999695,26.519611358642578,26.29644775390625,25.943944931030273,25.730018615722656
