month,ensemble,pfaf_id,Rainf_tavg,Qair_f_tavg,Qs_tavg,Evap_tavg,SoilMoist_inst_lvl_0,SoilMoist_inst_lvl_1,SoilMoist_inst_lvl_2,SoilMoist_inst_lvl_3,SoilTemp_inst_lvl_0,SoilTemp_inst_lvl_1,SoilTemp_inst_lvl_2,SoilTemp_inst_lvl_3
1970-01-01T00:00:00.000000001,1.0,67203,1.3167048692703247,14.710289001464844,0.006043960340321064,1.471972942352295,0.2285596877336502,0.2330743819475174,0.23013757169246674,0.2634536325931549,25.460546493530273,24.866655349731445,25.060222625732422,25.5318603515625
1970-01-01T00:00:00.000000001,2.0,67203,0.9870941638946533,14.275588035583496,0.0027113384567201138,1.382662296295166,0.22042204439640045,0.22932150959968567,0.22910690307617188,0.2645519971847534,25.1909236907959,24.603731155395508,24.814666748046875,25.31468963623047
1970-01-01T00:00:00.000000001,3.0,67203,0.8877591490745544,14.264832496643066,0.0024896657560020685,1.2945135831832886,0.21310047805309296,0.22698594629764557,0.2281898856163025,0.2644196152687073,25.31437873840332,24.672983169555664,24.866010665893555,25.355712890625
1970-01-01T00:00:00.000000001,4.0,67203,1.1776148080825806,14.371671676635742,0.0049497345462441444,1.3541024923324585,0.22324103116989136,0.23122398555278778,0.2298923283815384,0.26460424065589905,25.10433578491211,24.552059173583984,24.80732536315918,25.32866859436035
1970-01-01T00:00:00.000000001,5.0,67203,1.1812809705734253,14.39380931854248,0.004182374104857445,1.4248181581497192,0.2263367921113968,0.23012058436870575,0.22888217866420746,0.2645021677017212,25.149322509765625,24.563156127929688,24.796789169311523,25.327877044677734
1970-01-01T00:00:00.000000001,6.0,67203,1.0620614290237427,14.358914375305176,0.0029437716584652662,1.3842655420303345,0.22241666913032532,0.22961510717868805,0.22898739576339722,0.26445671916007996,25.201108932495117,24.598913192749023,24.818525314331055,25.332387924194336
1970-01-01T00:00:00.000000001,7.0,67203,1.049910068511963,14.372489929199219,0.004001947585493326,1.4140498638153076,0.22230857610702515,0.23024773597717285,0.22948843240737915,0.2646367847919464,25.30581283569336,24.680871963500977,24.863447189331055,25.340534210205078
1970-01-01T00:00:00.000000002,1.0,67203,2.0212478637695312,15.262041091918945,0.01708650402724743,1.6724928617477417,0.2583448588848114,0.24125051498413086,0.22725909948349,0.26172614097595215,25.134319305419922,24.557178497314453,24.56418228149414,24.792667388916016
1970-01-01T00:00:00.000000002,2.0,67203,1.4663589000701904,14.78996467590332,0.007487090770155191,1.4768569469451904,0.23960112035274506,0.2273889034986496,0.21997570991516113,0.2613294720649719,25.03871726989746,24.392086029052734,24.345056533813477,24.56947898864746
1970-01-01T00:00:00.000000002,3.0,67203,1.301043152809143,14.772126197814941,0.007785961497575045,1.4315874576568604,0.2320827841758728,0.22317203879356384,0.21735361218452454,0.26103267073631287,25.281391143798828,24.61009407043457,24.5446720123291,24.703187942504883
1970-01-01T00:00:00.000000002,4.0,67203,1.4040887355804443,14.815396308898926,0.007374393288046122,1.5713396072387695,0.24596410989761353,0.23352277278900146,0.2240937501192093,0.2619425058364868,25.072782516479492,24.424779891967773,24.373493194580078,24.581098556518555
1970-01-01T00:00:00.000000002,5.0,67203,1.283634066581726,14.881847381591797,0.005023511592298746,1.5301655530929565,0.24324911832809448,0.23077794909477234,0.22063232958316803,0.26117175817489624,25.15306282043457,24.495576858520508,24.427507400512695,24.613082885742188
1970-01-01T00:00:00.000000002,6.0,67203,1.5868064165115356,14.932693481445312,0.008912639692425728,1.5808855295181274,0.24606071412563324,0.23064854741096497,0.22067998349666595,0.26127007603645325,25.105792999267578,24.491418838500977,24.446517944335938,24.632619857788086
1970-01-01T00:00:00.000000002,7.0,67203,1.4104453325271606,14.822351455688477,0.007434197701513767,1.5023103952407837,0.24037829041481018,0.22836631536483765,0.22023871541023254,0.2615353465080261,25.108943939208984,24.477825164794922,24.445703506469727,24.64551544189453
1970-01-01T00:00:00.000000003,1.0,67203,1.6734439134597778,15.319451332092285,0.012871421873569489,1.5355422496795654,0.2634679973125458,0.2508494257926941,0.2310286909341812,0.26303571462631226,25.231843948364258,24.545427322387695,24.377416610717773,24.434104919433594
1970-01-01T00:00:00.000000003,2.0,67203,1.5009442567825317,14.809293746948242,0.009272197261452675,1.4363962411880493,0.24791012704372406,0.23203355073928833,0.21749861538410187,0.26030486822128296,25.105077743530273,24.415006637573242,24.261323928833008,24.3089599609375
1970-01-01T00:00:00.000000003,3.0,67203,1.5602195262908936,14.858777046203613,0.011534433811903,1.4663482904434204,0.24950259923934937,0.23136773705482483,0.21603964269161224,0.25960463285446167,25.10816764831543,24.44603157043457,24.305084228515625,24.38800811767578
1970-01-01T00:00:00.000000003,4.0,67203,1.0833028554916382,14.674674987792969,0.005896216258406639,1.2745490074157715,0.2382320761680603,0.2294330894947052,0.21858468651771545,0.2606640160083771,25.131738662719727,24.420076370239258,24.259756088256836,24.30756378173828
1970-01-01T00:00:00.000000003,5.0,67203,1.1008853912353516,14.758209228515625,0.005860880017280579,1.2927827835083008,0.23816974461078644,0.226477712392807,0.21509559452533722,0.25897499918937683,25.32579231262207,24.566625595092773,24.35175895690918,24.357715606689453
1970-01-01T00:00:00.000000003,6.0,67203,1.4946796894073486,14.940174102783203,0.010239501483738422,1.4271457195281982,0.2529321014881134,0.2382647544145584,0.22023479640483856,0.26031479239463806,25.052690505981445,24.38400650024414,24.251340866088867,24.32295036315918
