month,ensemble,pfaf_id,Rainf_tavg,Qair_f_tavg,Qs_tavg,Evap_tavg,SoilMoist_inst_lvl_0,SoilMoist_inst_lvl_1,SoilMoist_inst_lvl_2,SoilMoist_inst_lvl_3,SoilTemp_inst_lvl_0,SoilTemp_inst_lvl_1,SoilTemp_inst_lvl_2,SoilTemp_inst_lvl_3
1970-01-01T00:00:00.000000001,1.0,62269,4.9049458503723145,13.757086753845215,0.02988494746387005,3.3883907794952393,0.312978595495224,0.30993059277534485,0.3016425371170044,0.29696473479270935,22.38627815246582,21.995038986206055,21.848224639892578,22.077167510986328
1970-01-01T00:00:00.000000001,2.0,62269,5.09990119934082,13.988195419311523,0.033216092735528946,3.3832876682281494,0.3170222043991089,0.31448277831077576,0.307428240776062,0.3053462505340576,22.3465633392334,21.98499298095703,21.892375946044922,22.181705474853516
1970-01-01T00:00:00.000000001,3.0,62269,5.373241901397705,14.138740539550781,0.04039585217833519,3.3069350719451904,0.31943443417549133,0.31708672642707825,0.31072190403938293,0.3096366226673126,22.26753044128418,21.95942497253418,21.924880981445312,22.22318458557129
1970-01-01T00:00:00.000000001,4.0,62269,5.0485076904296875,14.046835899353027,0.030847247689962387,3.3847501277923584,0.31411537528038025,0.3106756806373596,0.30208081007003784,0.2997331917285919,22.533376693725586,22.17853546142578,22.064800262451172,22.29152488708496
1970-01-01T00:00:00.000000001,5.0,62269,5.174045562744141,14.01623249053955,0.03562590107321739,3.383664131164551,0.31668153405189514,0.3140237629413605,0.30658963322639465,0.30512145161628723,22.385242462158203,22.04985237121582,21.979768753051758,22.266096115112305
1970-01-01T00:00:00.000000001,6.0,62269,5.052155017852783,13.780272483825684,0.03190915659070015,3.3813364505767822,0.31335777044296265,0.30965161323547363,0.3003413677215576,0.2983589768409729,22.350507736206055,22.010831832885742,21.951526641845703,22.250160217285156
1970-01-01T00:00:00.000000001,7.0,62269,5.017980098724365,13.83834457397461,0.03622026741504669,3.3641865253448486,0.31470391154289246,0.3122241795063019,0.3052075505256653,0.3034650683403015,22.31580352783203,21.964763641357422,21.888750076293945,22.184799194335938
1970-01-01T00:00:00.000000002,1.0,62269,5.013108730316162,13.78158950805664,0.03443983569741249,3.278576135635376,0.3168823719024658,0.31429430842399597,0.30811557173728943,0.3097328841686249,22.05194091796875,21.710275650024414,21.45555305480957,21.502521514892578
1970-01-01T00:00:00.000000002,2.0,62269,5.4212164878845215,14.11272144317627,0.03985781967639923,3.2682929039001465,0.3219135105609894,0.31959274411201477,0.3144380748271942,0.31909266114234924,22.048215866088867,21.734027862548828,21.506181716918945,21.563161849975586
1970-01-01T00:00:00.000000002,3.0,62269,5.502554416656494,14.168013572692871,0.043079923838377,3.2345528602600098,0.32498401403427124,0.323432594537735,0.3196328580379486,0.32559192180633545,21.88399887084961,21.5804500579834,21.38742446899414,21.50196075439453
1970-01-01T00:00:00.000000002,4.0,62269,4.986114501953125,13.923077583312988,0.035883985459804535,3.2745742797851562,0.3162873685359955,0.3139748275279999,0.3080555200576782,0.3119202256202698,22.172466278076172,21.846111297607422,21.60834312438965,21.660200119018555
1970-01-01T00:00:00.000000002,5.0,62269,5.094367980957031,13.778372764587402,0.0378422848880291,3.27921199798584,0.31837475299835205,0.3164155185222626,0.3119049668312073,0.3175259530544281,21.96195411682129,21.6359806060791,21.42302703857422,21.532466888427734
1970-01-01T00:00:00.000000002,6.0,62269,4.999621868133545,13.854120254516602,0.03284817934036255,3.287541627883911,0.31691235303878784,0.31439170241355896,0.3079025447368622,0.31091105937957764,22.09731101989746,21.7423152923584,21.484451293945312,21.56336212158203
